food_name,Calories,protein_g,fat_g,carbs_g
"Mustard greens, frozen, cooked, no added fat",23.689999999999998,2.26,0.25,3.1
"Mustard greens, canned, cooked, no added fat",19.26,1.35,0.3,2.79
"Mustard greens, NS as to form, cooked",59.88,2.99,3.16,4.87
"Mustard greens, fresh, cooked, fat added",59.88,2.99,3.16,4.87
"Mustard greens, frozen, cooked, fat added",45.94,2.21,2.78,3.02
"Mustard greens, canned, cooked, fat added",41.41,1.32,2.81,2.71
"Poke greens, cooked",47.28,2.24,2.92,3.01
"Radicchio, raw",25.89,1.43,0.25,4.48
"Spinach, raw",29.470000000000002,2.86,0.39,3.63
"Spinach, fresh, cooked, no added fat",34.62,3.36,0.46,4.26
"Spinach, frozen, cooked, no added fat",42.989999999999995,4.0,0.87,4.79
"Spinach, canned, cooked, no added fat",29.34,2.81,0.5,3.4
"Spinach, fresh, cooked with oil",64.3,3.26,3.86,4.13
"Spinach, fresh, cooked with butter or margarine",56.72,3.28,3.0,4.15
"Spinach, NS as to form, cooked",60.510000000000005,3.27,3.43,4.14
"Spinach, fresh, cooked, fat added, NS as to fat type",60.510000000000005,3.27,3.43,4.14
"Spinach, frozen, cooked, fat added, NS as to fat type",64.58,3.89,3.38,4.65
"Spinach, canned, cooked, fat added, NS as to fat type",51.47,2.74,3.03,3.31
"Spinach, frozen, cooked with oil",67.87,3.88,3.75,4.65
"Spinach, frozen, cooked with butter or margarine",61.33,3.9,3.01,4.66
"Spinach, canned, cooked with oil",54.72,2.73,3.4,3.3
"Spinach, canned, cooked with butter or margarine",48.14,2.74,2.66,3.31
"Spinach, creamed",90.79,2.48,6.03,6.65
Spinach souffle,127.61,5.7,8.49,7.1
Spinach and cheese casserole,134.68,7.02,7.44,9.91
Palak Paneer,101.03,5.22,6.99,4.31
Channa Saag,91.97,4.07,4.17,9.54
"Taro leaves, cooked",80.18,5.19,3.5,6.98
"Thistle leaves, cooked",64.94,2.72,3.46,5.73
"Turnip greens, fresh, cooked, no added fat",24.029999999999998,1.14,0.23,4.35
"Turnip greens, frozen, cooked, no added fat",36.980000000000004,3.34,0.42,4.96
"Turnip greens, canned, cooked, no added fat",19.26,1.35,0.3,2.79
"Turrnip greens, NS as to form, cooked",46.2,1.11,2.76,4.23
"Turnip greens, fresh, cooked, fat added",46.2,1.11,2.76,4.23
"Turnip greens, frozen, cooked, fat added",58.78,3.25,2.94,4.83
"Turnip greens, canned, cooked, fat added",41.41,1.32,2.81,2.71
"Turnip greens, canned, reduced sodium, cooked, no added fat",19.38,1.36,0.3,2.81
"Turnip greens, canned, reduced sodium, cooked, fat added",41.8,1.33,2.84,2.73
"Watercress, raw",15.26,2.3,0.1,1.29
"Watercress, cooked",40.47,2.4,2.83,1.35
"Bitter melon, horseradish, jute, or radish leaves, cooked",64.41,3.49,2.73,6.47
"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",62.91,2.12,2.87,7.15
"Broccoli, raw",41.169999999999995,2.82,0.37,6.64
"Broccoli, cooked, from restaurant",79.56,2.8,4.68,6.56
"Broccoli, fresh, cooked, no added fat",42.74,2.93,0.38,6.9
"Broccoli, frozen, cooked, no added fat",34.76,3.09,0.12,5.33
"Broccoli, NS as to form, cooked",65.38,2.85,3.02,6.7
"Broccoli, fresh, cooked, fat added, NS as to fat type",65.38,2.85,3.02,6.7
"Broccoli, frozen, cooked, fat added, NS as to fat type",56.61,3.01,2.65,5.18
"Broccoli, fresh, cooked with oil",68.75999999999999,2.84,3.4,6.7
"Broccoli, fresh, cooked with butter or margarine",61.95,2.86,2.63,6.71
"Broccoli, frozen, cooked with oil",59.9,3.0,3.02,5.18
"Broccoli, frozen, cooked with butter or margarine",53.36,3.02,2.28,5.19
Broccoli casserole with noodles,113.07,3.72,3.79,16.02
Broccoli casserole with rice,108.38,4.13,3.5,15.09
Fried broccoli,221.38,4.25,12.78,22.34
"Broccoli, chinese, raw",30.32,1.2,0.76,4.67
"Broccoli, Chinese, cooked",54.45,1.22,3.41,4.72
"Broccoli soup, prepared with milk, home recipe, canned or ready-to-serve",68.85,2.72,3.65,6.28
"Broccoli soup, prepared with water, home recipe, canned, or ready-to-serve",44.09,1.06,2.69,3.91
"Broccoli cheese soup, prepared with milk, home recipe, canned, or ready-to-serve",68.85,2.72,3.65,6.28
Watercress broth with shrimp,47.260000000000005,6.25,1.86,1.38
Spinach soup,32.019999999999996,2.92,0.98,2.88
"Dark-green leafy vegetable soup with meat, Asian style",77.96,6.46,3.32,5.56
"Dark-green leafy vegetable soup, meatless, Asian style",50.339999999999996,1.57,1.98,6.56
"Carrots, raw",44.2,0.93,0.24,9.58
"Carrots, raw, salad",214.79000000000002,1.25,15.67,17.19
"Carrots, raw, salad with apples",179.54999999999998,0.84,15.95,8.16
"Carrots, cooked, from restaurant",82.55,0.93,4.55,9.47
"Carrots, fresh, cooked, no added fat",45.93,0.97,0.25,9.95
"Carrots, frozen, cooked, no added fat",39.279999999999994,0.58,0.68,7.71
"Carrots, canned, cooked, no added fat",26.43,0.64,0.19,5.54
"Carrots, fresh, cooked with oil",71.83,0.94,3.27,9.66
"Carrots, fresh, cooked with butter or margarine",65.02,0.96,2.5,9.67
"Carrots, NS as to form, cooked",68.39999999999999,0.95,2.88,9.67
"Carrots, fresh, cooked, fat added, NS as to fat type",68.39999999999999,0.95,2.88,9.67
"Carrots, frozen, cooked, fat added, NS as to fat type",61.040000000000006,0.57,3.2,7.49
"Carrots, canned, cooked, fat added, NS as to fat type",48.61,0.63,2.73,5.38
"Carrots, frozen, cooked with oil",64.2,0.56,3.56,7.48
"Carrots, frozen, cooked with butter or margarine",57.75,0.58,2.83,7.49
"Carrots, canned, cooked with oil",51.900000000000006,0.62,3.1,5.38
"Carrots, canned, cooked with butter or margarine",45.36,0.64,2.36,5.39
"Carrots, glazed, cooked",94.16999999999999,0.9,2.65,16.68
"Carrots, canned, reduced sodium, cooked, no added fat",25.060000000000002,0.59,0.14,5.36
"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",47.28,0.58,2.68,5.21
"Carrots, canned, reduced sodium, cooked with oil",50.53,0.57,3.05,5.2
"Carrots, canned, reduced sodium, cooked with butter or margarine",43.989999999999995,0.59,2.31,5.21
Beet juice,27.06,0.72,0.06,5.91
"Carrot juice, 100%",42.269999999999996,0.95,0.15,9.28
"Peas and carrots, fresh, cooked, no added fat",66.09,3.3,0.33,12.48
"Peas and carrots, frozen, cooked, no added fat",59.51,2.86,0.47,10.96
"Peas and carrots, canned, cooked, no added fat",48.54,2.56,0.5,8.45
"Peas and carrots, cooked, NS as to form",87.96,3.21,2.96,12.12
"Peas and carrots, fresh, cooked, fat added",87.96,3.21,2.96,12.12
"Peas and carrots, frozen, cooked, fat added",80.72,2.78,3.0,10.65
"Peas and carrots, canned, cooked, fat added",69.98,2.49,3.02,8.21
"Pumpkin, canned, cooked",61.14,1.08,2.82,7.86
"Pumpkin, cooked",56.75,1.05,2.83,6.77
"Calabaza, cooked",56.75,1.05,2.83,6.77
"Sweet potato and pumpkin casserole, Puerto Rican style",234.60000000000002,2.99,7.04,39.82
"Winter squash, raw",30.9,1.0,0.1,6.5
"Winter squash, cooked, no added fat",41.99,0.89,0.35,8.82
"Winter squash, cooked, fat added",63.67999999999999,0.87,2.88,8.57
Squash fritter or cake,362.0,6.96,21.28,35.66
"Squash, winter, souffle",81.27,3.41,2.15,12.07
"Sweet potato, NFS",111.03999999999999,1.31,4.28,16.82
"Sweet potato, baked, peel eaten, NS as to fat",128.42000000000002,2.03,4.1,20.85
"Sweet potato, baked, peel eaten, no added fat",97.10999999999999,2.11,0.15,21.83
"Sweet potato, baked, peel eaten, fat added, NS as to fat type",128.42000000000002,2.03,4.1,20.85
"Sweet potato, baked, peel eaten, made with oil",133.47,2.02,4.67,20.84
"Sweet potato, baked, peel eaten, made with butter",125.89000000000001,2.05,3.81,20.85
"Sweet potato, baked, peel eaten, made with margarine",119.41,2.02,3.09,20.88
"Sweet potato, baked, peel not eaten, NS as to fat",124.92999999999999,1.92,4.29,19.66
"Sweet potato, baked, peel not eaten, no added fat",91.86999999999999,2.0,0.15,20.63
"Sweet potato, baked, peel not eaten, fat added, NS as to fat type",124.92999999999999,1.92,4.29,19.66
"Sweet potato, baked, peel not eaten, made with oil",130.25,1.91,4.89,19.65
"Sweet potato, baked, peel not eaten, made with butter",122.31,1.95,3.99,19.65
"Sweet potato, baked, peel not eaten, made with margarine",115.50999999999999,1.92,3.23,19.69
"Sweet potato, boiled, NS as to fat",111.03999999999999,1.31,4.28,16.82
"Sweet potato, boiled, no added fat",77.3,1.36,0.14,17.65
"Sweet potato, boiled, fat added, NS as to fat type",111.03999999999999,1.31,4.28,16.82
"Sweet potato, boiled, made with oil",116.36,1.3,4.88,16.81
"Sweet potato, boiled, made with butter",108.46000000000001,1.34,3.98,16.82
"Sweet potato, boiled, made with margarine",101.62,1.31,3.22,16.85
"Sweet potato, candied",183.41000000000003,0.99,3.29,37.46
"Sweet potato, canned, NS as to fat",125.49000000000001,1.58,4.33,20.05
"Sweet potato, canned, no added fat",92.52,1.64,0.2,21.04
"Sweet potato, canned, fat added",125.49000000000001,1.58,4.33,20.05
"Sweet potato, casserole or mashed",95.8,1.68,2.36,16.96
"Sweet potato fries, NFS",307.38,2.07,18.1,34.05
Sweet potato chips,527.55,2.92,32.19,56.54
"Sweet potato fries, NS as to fresh or frozen",307.38,2.07,18.1,34.05
"Sweet potato fries, frozen, fried",307.38,2.07,18.1,34.05
"Sweet potato fries, frozen, baked",243.39000000000004,2.27,9.39,37.45
"Sweet potato fries, from fresh, fried",196.93,1.74,13.13,17.95
"Sweet potato fries, from fresh, baked",165.03,1.82,9.19,18.76
"Sweet potato fries, fast food / restaurant",349.57,1.92,23.93,31.63
"Sweet potato fries, school",243.39000000000004,2.27,9.39,37.45
"Sweet potato tots, NFS",288.36,2.12,15.6,34.87
"Sweet potato tots, from frozen, fried",288.36,2.12,15.6,34.87
"Sweet potato tots, from frozen, baked",242.39,2.26,9.35,37.3
"Sweet potato tots, from frozen, NS as to fried or baked",288.36,2.12,15.6,34.87
"Sweet potato tots, fast food / restaurant",288.36,2.12,15.6,34.87
"Sweet potato tots, school",243.39000000000004,2.27,9.39,37.45
"Sweet potato, yellow, Puerto Rican, cooked",77.14,1.36,0.14,17.61
"Carrot soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",33.28,1.6,0.76,5.01
"Carrot with rice soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",55.15,1.98,0.75,10.12
"Squash, winter type, soup, home recipe, canned, or ready-to-serve",41.44,0.5,2.44,4.37
"Tomatoes, raw",20.880000000000003,0.88,0.2,3.89
"Tomatoes, NS as to form, cooked",53.85,1.08,3.41,4.71
"Tomatoes, fresh, cooked",53.85,1.08,3.41,4.71
"Tomatoes, canned, cooked",41.71,0.78,2.79,3.37
"Tomatoes, scalloped",111.48,2.7,4.92,14.1
"Tomatoes, canned, reduced sodium, cooked",41.71,0.78,2.79,3.37
Fried green tomatoes,214.95999999999998,3.56,12.72,21.56
"Tomato, green, pickled",41.98,1.0,0.18,9.09
Sun-dried tomatoes,306.21000000000004,14.11,2.97,55.76
"Tomato juice, 100%",20.13,0.85,0.29,3.53
"Tomato juice, 100%, low sodium",21.659999999999997,0.6,0.1,4.59
Tomato juice cocktail,21.99,0.93,0.31,3.87
"Tomato and vegetable juice, 100%",21.99,0.93,0.31,3.87
"Tomato and vegetable juice, 100%, low sodium",21.659999999999997,0.6,0.1,4.59
Ketchup,114.66,1.04,0.1,27.4
"Ketchup, reduced sodium",114.66,1.04,0.1,27.4
Tomato chili sauce,91.86,2.5,0.3,19.79
"Salsa, NFS",34.43,1.44,0.19,6.74
"Salsa, pico de gallo",18.900000000000002,0.71,0.14,3.7
"Salsa, red, commercially-prepared",34.43,1.44,0.19,6.74
"Salsa, red, homemade",34.43,1.44,0.19,6.74
Taco sauce,13.64,1.16,0.68,0.72
"Enchilada sauce, red",30.15,0.62,0.91,4.87
"Enchilada sauce, green",37.97,1.13,0.89,6.36
"Salsa verde or salsa, green",37.97,1.13,0.89,6.36
Hot Thai sauce,76.38,1.03,0.66,16.58
Spaghetti sauce,51.160000000000004,1.41,1.48,8.05
Spaghetti sauce with added vegetables,46.379999999999995,1.42,1.22,7.43
"Spaghetti sauce, reduced sodium",51.2,1.41,1.48,8.06
"Spaghetti sauce, fat free",28.74,1.2,0.3,5.31
Vodka sauce with tomatoes and cream,78.56,1.26,6.64,3.44
Barbecue sauce,172.03,0.82,0.63,40.77
Buffalo sauce,14.23,1.21,0.71,0.75
Steak sauce,95.22999999999999,1.25,0.23,22.04
Cocktail sauce,127.77,1.36,1.05,28.22
Puerto Rican seasoning with ham,268.57,4.0,24.81,7.32
Puerto Rican seasoning with ham and tomato sauce,176.57999999999998,5.14,14.98,5.3
Puerto Rican seasoning without ham and tomato sauce,129.37,1.06,10.81,6.96
Tomato aspic,31.419999999999998,2.57,0.26,4.7
"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",119.68,0.53,10.16,6.53
"Tomato soup, NFS",35.81999999999999,0.74,0.22,7.72
"Tomato soup, cream of, prepared with milk",60.78,2.4,1.22,10.05
"Tomato soup, prepared with water, or ready-to-serve",35.81999999999999,0.74,0.22,7.72
"Tomato soup, instant type, prepared with water",37.89,0.93,0.61,7.17
"Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve",33.0,0.82,0.28,6.8
"Tomato soup, canned, reduced sodium, prepared with milk",57.96000000000001,2.47,1.28,9.14
"Tomato beef soup, prepared with water",56.269999999999996,1.78,1.71,8.44
"Tomato beef noodle soup, prepared with water",56.269999999999996,1.78,1.71,8.44
"Tomato beef rice soup, prepared with water",56.269999999999996,1.78,1.71,8.44
"Tomato noodle soup, canned, prepared with water or ready-to-serve",59.95,1.66,0.67,11.82
"Tomato noodle soup, canned, prepared with milk",71.5,2.7,1.34,12.16
"Tomato rice soup, prepared with water",46.98,0.82,1.06,8.54
"Tomato vegetable soup, prepared with water",35.81999999999999,0.74,0.22,7.72
"Tomato vegetable soup with noodles, prepared with water",30.11,0.86,0.79,4.89
Tomato sandwich,176.89,4.66,7.09,23.61
"Raw vegetable, NFS",30.56,1.33,0.24,5.77
"Sprouts, NFS",37.54,3.04,0.18,5.94
"Alfalfa sprouts, raw",30.57,3.99,0.69,2.1
"Artichoke, raw",62.42,2.89,0.34,11.95
"Asparagus, raw",25.4,2.2,0.12,3.88
"Bean sprouts, raw",37.54,3.04,0.18,5.94
"Green beans, raw",37.18,1.83,0.22,6.97
"Beets, raw",46.21,1.61,0.17,9.56
"Broccoflower, raw",38.86,2.95,0.3,6.09
"Brussels sprouts, raw",52.019999999999996,3.38,0.3,8.95
"Cabbage, green, raw",29.22,1.28,0.1,5.8
"Cabbage, Chinese, raw",16.52,1.5,0.2,2.18
"Cabbage, red, raw",36.64,1.43,0.16,7.37
"Cactus, raw",19.41,1.32,0.09,3.33
"Cauliflower, raw",30.08,1.92,0.28,4.97
"Celery, raw",16.17,0.69,0.17,2.97
"Fennel bulb, raw",35.959999999999994,1.24,0.2,7.3
"Basil, raw",28.96,3.15,0.64,2.65
"Chives, raw",37.05,3.27,0.73,4.35
"Cilantro, raw",27.88,2.13,0.52,3.67
"Corn, raw",100.03,3.27,1.35,18.7
"Cucumber, raw",18.11,0.65,0.11,3.63
"Eggplant, raw",29.06,0.98,0.18,5.88
"Garlic, raw",162.18,6.36,0.5,33.06
"Jicama, raw",38.970000000000006,0.72,0.09,8.82
"Kohlrabi, raw",32.5,1.7,0.1,6.2
"Leek, raw",65.3,1.5,0.3,14.15
"Lettuce, raw",17.46,1.13,0.14,2.92
"Lettuce, Boston, raw",16.34,1.33,0.22,2.26
"Lettuce, arugula, raw",30.860000000000003,2.58,0.66,3.65
"Mixed salad greens, raw",20.14,1.61,0.22,2.93
"Mushrooms, raw",28.459999999999997,3.09,0.34,3.26
"Onions, green, raw",38.39,1.83,0.19,7.34
"Onions, raw",42.66,1.1,0.1,9.34
"Parsley, raw",44.31,2.97,0.79,6.33
"Green peas, raw",83.07999999999998,5.42,0.4,14.45
"Pepper, hot chili, raw",39.800000000000004,1.39,0.4,7.66
"Pepper, poblano, raw",23.53,0.86,0.17,4.64
"Pepper, Serrano, raw",37.72,1.74,0.44,6.7
"Pepper, raw, NFS",26.14,0.91,0.22,5.13
"Pepper, sweet, green, raw",23.53,0.86,0.17,4.64
"Pepper, sweet, red, raw",30.78,0.99,0.3,6.03
"Pepper, banana, raw",32.089999999999996,1.66,0.45,5.35
"Radish, raw",17.22,0.68,0.1,3.4
"Rutabaga, raw",40.239999999999995,1.08,0.16,8.62
"Seaweed, raw",50.209999999999994,3.51,0.49,7.94
"Snowpeas, raw",43.199999999999996,2.8,0.2,7.55
"Summer squash, yellow, raw",21.99,1.01,0.27,3.88
"Summer squash, green, raw",20.16,1.21,0.32,3.11
"Turnip, raw",30.22,0.9,0.1,6.43
Mixed vegetable juice,29.200000000000003,0.82,0.16,6.12
Celery juice,16.17,0.69,0.17,2.97
"Broccoli salad with cauliflower, cheese, bacon bits, and dressing",270.7,5.88,22.82,10.45
Broccoli slaw salad,123.96,2.13,8.12,10.59
"Cabbage salad or coleslaw, from fast food / restaurant",158.94,0.88,11.78,12.35
"Cabbage salad or coleslaw, made with coleslaw dressing",115.64999999999999,1.14,7.89,10.02
"Cabbage salad or coleslaw, made with light coleslaw dressing",105.31,0.94,4.87,14.43
"Cabbage salad or coleslaw, made with Italian dressing",76.47999999999999,1.05,4.64,7.63
"Cabbage salad or coleslaw, made with light Italian dressing",46.870000000000005,1.04,1.55,7.19
"Cabbage salad or coleslaw, made with creamy dressing",118.72,1.25,9.84,6.29
"Cabbage salad or coleslaw, made with light creamy dressing",49.99999999999999,1.27,0.72,9.61
"Cabbage salad or coleslaw, made with any type of fat free dressing",44.35,0.99,0.71,8.5
"Cabbage salad or coleslaw with apples and/or raisins, with dressing",113.86,1.07,6.26,13.31
"Cabbage salad or coleslaw with pineapple, with dressing",107.33,1.06,6.81,10.45
Cucumber and vegetable namasu,53.12,0.48,0.12,12.53
"Cucumber salad, made with sour cream dressing",69.87,1.15,5.51,3.92
"Cucumber salad, made with Italian dressing",117.49000000000001,0.48,9.93,6.55
Cucumber salad made with cucumber and vinegar,31.69,0.52,0.09,7.2
"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",23.88,1.25,0.2,4.27
"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing",22.52,1.42,0.2,3.76
"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",57.19,1.44,3.39,5.23
"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing",90.88,5.09,6.08,3.95
"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing",49.42,3.54,2.3,3.64
"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing",70.55,4.36,4.35,3.49
"Lettuce, wilted, with bacon dressing",78.58,2.99,6.3,2.48
"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",228.25,4.76,20.73,5.66
"Greek Salad, no dressing",45.1,2.62,2.14,3.84
"Spinach salad, no dressing",84.15,7.02,4.91,2.97
"Cobb salad, no dressing",94.42,11.36,4.34,2.48
Aloe vera juice drink,15.0,0.0,0.0,3.75
"Artichoke, fresh, cooked, no added fat",62.22,2.88,0.34,11.91
"Artichoke, frozen, cooked, no added fat",62.22,2.88,0.34,11.91
"Artichoke, canned, cooked, no added fat",62.22,2.88,0.34,11.91
"Artichokes, NS as to form, cooked",83.35000000000001,2.81,2.87,11.57
"Artichoke, fresh, cooked, fat added",83.35000000000001,2.81,2.87,11.57
"Artichoke, frozen, cooked, fat added",83.35000000000001,2.81,2.87,11.57
"Artichoke, canned, cooked, fat added",83.35000000000001,2.81,2.87,11.57
"Asparagus, fresh, cooked, no added fat",27.25,2.36,0.13,4.16
"Asparagus, frozen, cooked, no added fat",23.18,2.94,0.42,1.91
"Asparagus, canned, cooked, no added fat",24.25,2.14,0.65,2.46
"Asparagus, NS as to form, cooked",51.010000000000005,2.3,2.85,4.04
"Asparagus, fresh, cooked, fat added, NS as to fat type",51.010000000000005,2.3,2.85,4.04
"Asparagus, frozen, cooked, fat added, NS as to fat type",45.34,2.86,2.94,1.86
"Asparagus, canned, cooked, fat added, NS as to fat type",46.540000000000006,2.09,3.18,2.39
"Asparagus, fresh, cooked with oil",54.57,2.29,3.25,4.04
"Asparagus, fresh, cooked with butter or margarine",47.58,2.31,2.46,4.05
"Asparagus, frozen, cooked with oil",48.67,2.86,3.31,1.86
"Asparagus, frozen, cooked with butter or margarine",42.18,2.87,2.58,1.87
"Asparagus, canned, cooked with oil",49.74,2.08,3.54,2.39
"Asparagus, canned, cooked with butter or margarine",43.25,2.09,2.81,2.4
"Bamboo shoots, cooked",45.61,1.68,2.93,3.13
"Lima beans, from frozen, no added fat",104.30000000000001,6.05,0.34,19.26
